FACILITY_ID,EXISTING_FACILITY,RECOMMEND_FACILITY,ACTION,PHASE,YEAR_BUILT,PROPOSED,ROUTE_NAME,SURFACE,MILEAGE,FACILITY_WIDTH,MAINTENANCE,FULLNAME,FROMNAME,TONAME,VOLCLASS,TRAVLANES,LANEWIDTH,SPEEDLIMIT,ONEWAY,HUNDBLKNAME,COMMENTS
,,BBlvd,C,3,,,,,,,,W DAKOTA AVE,S PERRY ST,S QUITMAN ST,LOCAL,2,10,25,0, 4000 BLK OF W DAKOTA AVE,
,,BL,RP1,2,,,,,,,,E BAYAUD AVE,S OGDEN ST,S CORONA ST,LOCAL,2,10,25,0, 1000 BLK OF E BAYAUD AVE,
,,BL,RP1,3,,,,,,,,W 3RD AVE,N FOX ST,N GALAPAGO ST,COLLECTOR,2,10,25,0,  600 BLK OF W 3RD AVE,
,SRd,BBlvd,C,2,,,,,,,,N GALAPAGO ST,W 3RD AVE,W 4TH AVE,COLLECTOR,2,10,25,0,  300 BLK OF N GALAPAGO ST,
,SRd,BL,RP1,2,,,,,,,,S CHEROKEE ST,W ARCHER PL,W BAYAUD AVE,LOCAL,2,10,25,0,   50 BLK OF S CHEROKEE ST,
,,BBlvd,C,3,,,,,,,,S SHERMAN ST,E EVANS AVE,E WARREN AVE,LOCAL,2,10,25,0, 2100 BLK OF S SHERMAN ST,
,SRd,BBlvd,C,3,,,,,,,,W BYERS PL,S PECOS ST,S RARITAN ST,LOCAL,2,10,25,0, 1400 BLK OF W BYERS PL,
,,BL,C,2,,,,,,,,W BAYAUD AVE,S ELATI ST,S FOX ST,LOCAL,2,10,25,0,  500 BLK OF W BAYAUD AVE,
,SRd,PPBL,ASM,2,,,,,,,,N CHERRY ST,E 18TH AVE,E 19TH AVE,LOCAL,2,10,25,0, 1800 BLK OF N CHERRY ST,
,,BL,RP1,3,,,,,,,,W 3RD AVE,N BROADWAY/E 3RD AVE,N ACOMA ST,COLLECTOR,2,10,25,0,  000 BLK OF W 3RD AVE,
,SRd,BBlvd,C,2,,,,,,,,N GALAPAGO ST,W 10TH AVE,W 11TH AVE,COLLECTOR,2,10,25,0, 1000 BLK OF N GALAPAGO ST,
,,,RD,,,,,,,,,W MISSISSIPPI AVE,S SHOSHONE ST,S TAOS WAY,ARTERIAL,4,10,30,0, 1900 BLK OF W MISSISSIPPI AVE,
,,BBlvd,C,3,,,,,,,,S SHERMAN ST,E COLORADO AVE,E JEWELL AVE,LOCAL,2,10,25,0, 1800 BLK OF S SHERMAN ST,
,,BBlvd,C,3,,,,,,,,S DECATUR ST,W HILLSIDE AVE,W VASSAR AVE,LOCAL,2,10,25,0, ,
,SRd,,,,,,,,,,,E 29TH AVE,N ALBION ST,N ASH ST,LOCAL,2,11,25,0, 4100 BLK OF E 29TH AVE,
,,SH,ASM,2,,,,,,,,W BAYAUD AVE,S BROADWAY/E BAYAUD AVE,S BANNOCK ST,LOCAL,2,10,25,0,  000 BLK OF W BAYAUD AVE,
,,BBlvd,C,1,,,,,,,,N SHERMAN ST,E 8TH AVE,E 9TH AVE,LOCAL,2,10,25,0,  800 BLK OF N SHERMAN ST,
,SRd,,,,,,,,,,,W LOUISIANA AVE,S INCA ST,S JASON ST,COLLECTOR,2,10,25,0,  900 BLK OF W LOUISIANA AVE,
,,S,S,3,,,,,,,,17TH ST,GLENARM PL,WELTON ST,ARTERIAL,4,10,25,2,  500 BLK OF 17TH ST,
,,BL,RP1,2,,,,,,,,E JEWELL AVE,S ELM ST,S FAIRFAX ST,COLLECTOR,2,10,25,0, 5000 BLK OF E JEWELL AVE,
,,BBlvd,C,2,,,,,,,,N HAZEL CT,W 6TH AVE,W 8TH AVE,LOCAL,2,10,25,0,  700 BLK OF N HAZEL CT,
,,BBlvd,C,2,,,,,,,,N IRVING ST,W 23RD AVE,W 24TH AVE,COLLECTOR,2,11,25,0, 2300 BLK OF N IRVING ST,
,SRd,,,,,,,,,,,W OHIO AVE,S VALLEJO ST,S ZUNI ST,LOCAL,2,10,25,0, 2200 BLK OF W OHIO AVE,
,SRd,BBlvd,C,1,,,,,,,,S IRVING ST,S JAVA WAY,W MEXICO AVE,COLLECTOR,2,10,25,0, 1650 BLK OF S IRVING ST,
,SRd,,,,,,,,,,,S IRVING ST,W CENTER AVE,W GILL PL,COLLECTOR,2,10,25,0,  600 BLK OF S IRVING ST,
,,,C,3,,,,,,,,W 5TH AVE,N FOX ST,N GALAPAGO ST,LOCAL,2,10,25,0,  600 BLK OF W 5TH AVE,
,,BBlvd,C,3,,,,,,,,W DAKOTA AVE,S MEADE ST,S NEWTON ST,LOCAL,2,10,25,0, 3700 BLK OF W DAKOTA AVE,
,SRd,BBlvd,C,1,,,,,,,,S IRVING ST,W COLORADO AVE,W BAILS PL,COLLECTOR,2,10,25,0, 1800 BLK OF S IRVING ST,
,SRd,BBlvd,C,3,,,,,,,,S STUART ST,W BINGHAM PL,W CUSTER PL,COLLECTOR,2,10,25,0,  525 BLK OF S STUART ST,
,,S,S,3,,,,,,,,BLAKE ST,N DOWNING ST,38TH ST,ARTERIAL,2,11,35,0, 3750 BLK OF BLAKE ST,
,SRd,,,,,,,,,,,N FRANKLIN ST,E 29TH AVE,E 30TH AVE,COLLECTOR,2,10,25,0, 2900 BLK OF N FRANKLIN ST,
,,BBlvd,C,2,,,,,,,,N IRVING ST,W 27TH AVE,W 27TH AVE,COLLECTOR,2,11,25,0, 2700 BLK OF N IRVING ST,
,SRd,,,,,,,,,,,E 29TH AVE,N YORK ST,N JOSEPHINE ST,COLLECTOR,2,11,25,0, 2300 BLK OF E 29TH AVE,
,,BBlvd,C,3,,,,,,,,N GROVE ST,W 3RD AVE,CDS,LOCAL,2,10,25,0,  300 BLK OF N GROVE ST,
,,BL,RP1,3,,,,,,,,E 3RD AVE,N PENNSYLVANIA ST,N PEARL ST,LOCAL,2,10,25,0,  500 BLK OF E 3RD AVE,
,SRd,SH,ASM,3,,,,,,,,N STEELE ST,E 30TH AVE,E 30TH AVE,COLLECTOR,2,10,25,0, 3000 BLK OF N STEELE ST,
,SRd,SH,ASM,3,,,,,,,,N STEELE ST,E BRUCE RANDOLPH AVE,E 35TH AVE,COLLECTOR,2,10,25,0, 3400 BLK OF N STEELE ST,
,SRd,,,,,,,,,,,E 29TH AVE,N STEELE ST,N ADAMS ST,COLLECTOR,2,11,25,0, 3200 BLK OF E 29TH AVE,
,,,C,3,,,,,,,,E 5TH AVE,N LAFAYETTE ST,N HUMBOLDT ST,LOCAL,2,10,25,0, 1400 BLK OF E 5TH AVE,
,,,,1,,,,,,,,N CLAY ST,W 47TH AVE,W 48TH SOUTH DR,LOCAL,2,10,25,0, 4700 BLK OF N CLAY ST,
,SRd,BBlvd,C,2,,,,,,,,N HAZEL CT,W 8TH AVE,W 9TH AVE,LOCAL,2,10,25,0,  800 BLK OF N HAZEL CT,
,SRd,BL,RP1,1,,,,,,,,E 12TH AVE,N MONROE ST,N GARFIELD ST,COLLECTOR,2,10,25,0, 3600 BLK OF E 12TH AVE,
,SRd,BL,RP1,2,,,,,,,,S DAHLIA ST,E WYOMING PL,E ARKANSAS AVE,COLLECTOR,2,12,25,0, 1350 BLK OF S DAHLIA ST,
,,BL,RP1,3,,,,,,,,W 3RD AVE,N BANNOCK ST,N CHEROKEE ST,COLLECTOR,2,10,25,0,  200 BLK OF W 3RD AVE,
,SRd,,,,,,,,,,,S IRVING ST,W BAYAUD AVE,W CEDAR AVE,COLLECTOR,2,10,25,0,  100 BLK OF S IRVING ST,
,SRd,PPBL,ASM,2,,,,,,,,E FLORIDA AVE,S CLAYTON ST,S FILLMORE ST,COLLECTOR,2,10,25,0, 2700 BLK OF E FLORIDA AVE,
,,,,,,,,,,,,E VIRGINIA AVE,S HUMBOLDT ST,S FRANKLIN ST,COLLECTOR,2,10,25,0, 1500 BLK OF E VIRGINIA AVE,
,SRd,BBlvd,C,1,,,,,,,,S IRVING ST,W ARIZONA AVE,W LOUISIANA AVE,COLLECTOR,2,10,25,0, 1200 BLK OF S IRVING ST,
,,SH,C,1,,,,,,,,N OSAGE ST,W 14TH AVE,7TH ST/W COLFAX AVE,LOCAL,2,10,25,0, 1400 BLK OF N OSAGE ST,CT
,SRd,BL,LD,2,,,,,,,,E LOUISIANA AVE,S WILLIAMS ST,S HIGH ST,COLLECTOR,2,10,30,0, 1800 BLK OF E LOUISIANA AVE,
,,BBlvd,C,1,,,,,,,,S JASMINE ST,E EVANS AVE,E WARREN AVE,LOCAL,2,10,25,0, 2100 BLK OF S JASMINE ST,
,SRd,,,,,,,,,,,S XAVIER ST,W OREGON PL,S YATES WAY,LOCAL,2,10,25,0, 1650 BLK OF S XAVIER ST,
,,BL,RP1,2,,,,,,,,E JEWELL AVE,S JERSEY WAY,S JASMINE ST,LOCAL,2,10,25,0, 5900 BLK OF E JEWELL AVE,
,SRd,,,,,,,,,,,W BATES AVE,S YATES ST,S ZENOBIA ST,LOCAL,2,10,25,0, 5000 BLK OF W BATES AVE,
,SRd,PPBL,ASM,3,,,,,,,,E DARTMOUTH AVE,S GARFIELD ST,S JACKSON ST,COLLECTOR,2,10,25,0, 3700 BLK OF E DARTMOUTH AVE,
,,BL,RD,2,,,,,,,,W 8TH AVE,N CANOSA CT,N DECATUR ST,ARTERIAL,4,10,30,0, 2700 BLK OF W 8TH AVE,
,SRd,BL,RP1,2,,,,,,,,S DAHLIA ST,E MONTANA PL,E COLORADO AVE,COLLECTOR,2,12,25,0, 1750 BLK OF S DAHLIA ST,
,,BBlvd,C,2,,,,,,,,N IRVING ST,W HOWARD PL/W AVONDALE DR,W 14TH AVE,LOCAL,2,10,25,0, 1300 BLK OF N IRVING ST,
,SRd,,,,,,,,,,,W BATES AVE,S JAY ST,S LAMAR ST,LOCAL,2,10,25,0, 6200 BLK OF W BATES AVE,
,SRd,BL,RP2,2,,,,,,,,E ILIFF AVE,S LINCOLN ST,S SHERMAN ST,COLLECTOR,2,10,25,0,  100 BLK OF E ILIFF AVE,
,,BBlvd,C,1,,,,,,,,E TENNESSEE AVE,S WASHINGTON ST,S CLARKSON ST,LOCAL,2,10,25,0,  700 BLK OF E TENNESSEE AVE,
,,BL,RP1,3,,,,,,,,W 3RD AVE,N CHEROKEE ST,N DELAWARE ST,COLLECTOR,2,10,25,0,  300 BLK OF W 3RD AVE,
,SRd,,,,,,,,,,,W BATES AVE,S VRAIN ST,S WINONA CT,LOCAL,2,10,25,0, 4600 BLK OF W BATES AVE,
,SRd,,,,,,,,,,,S XAVIER ST,W MEXICO AVE,W COLORADO AVE,LOCAL,2,10,25,0, 1700 BLK OF S XAVIER ST,
,,BBlvd,C,1,,,,,,,,N KRAMERIA ST,E MONTVIEW BLVD,E 22ND AVE,LOCAL,2,10,25,0, 2000 BLK OF N KRAMERIA ST,
,,BBlvd,C,3,,,,,,,,N PEARL ST,E 3RD AVE,E SPEER BLVD,LOCAL,2,10,25,0, ,
,SRd,BBlvd,C,1,,,,,,,,S IRVING ST,W ARKANSAS AVE,W FLORIDA AVE,COLLECTOR,2,10,25,0, 1400 BLK OF S IRVING ST,
,SWBP,BL,LD,2,,,,,,,,W 8TH AVE,N VALLEJO ST,N VALLEJO ST,ARTERIAL,2,10,30,0, 2050 BLK OF W 8TH AVE,
,,SH,ASM,2,,,,,,,,W ASBURY AVE,S CHEROKEE ST,S DELAWARE ST/NMCHG,LOCAL,2,10,25,0,  300 BLK OF W ASBURY AVE,
,SRd,BBlvd,C,1,,,,,,,,E TENNESSEE AVE,S PENNSYLVANIA ST,S PEARL ST,LOCAL,2,10,25,0,  500 BLK OF E TENNESSEE AVE,
,SRd,S,S,3,,,,,,,,N SYRACUSE ST,E COLFAX AVE,E 16TH AVE,COLLECTOR,2,10,30,0, 1500 BLK OF N SYRACUSE ST,
,SRd,,,,,,,,,,,S ONEIDA WAY,S PEACH WAY,E JARVIS PL,LOCAL,2,10,25,0, 3600 BLK OF S ONEIDA WAY,
,SRd,,,,,,,,,,,W VASSAR AVE,S HOOKER ST,S IRVING ST,LOCAL,2,10,25,0, 3200 BLK OF W VASSAR AVE,
,SRd,,,,,,,,,,,W TUFTS AVE,S XAVIER ST,S YATES ST,COLLECTOR,2,10,25,0, 4900 BLK OF W TUFTS AVE,
,,BBlvd,C,1,,,,,,,,S IVY WAY,E MINNESOTA DR,S JASMINE WAY,LOCAL,2,10,25,0, 1150 BLK OF S IVY WAY,
,,BBlvd,C,3,,,,,,,,E JEWELL AVE,S PEARL ST,S WASHINGTON ST,LOCAL,2,10,25,0,  600 BLK OF E JEWELL AVE,
,,BBlvd,C,3,,,,,,,,W DAKOTA AVE,S NEWTON ST,S OSCEOLA ST,LOCAL,2,10,25,0, 3800 BLK OF W DAKOTA AVE,
,,,,,,,,,,,,STOUT ST,14TH ST,15TH ST,ARTERIAL,3,10,25,1, 1400 BLK OF STOUT ST,CT
,SRd,BL,LD,2,,,,,,,,E LOUISIANA AVE,S HIGH ST,S RACE ST,COLLECTOR,2,10,30,0, 1900 BLK OF E LOUISIANA AVE,
,SRd,,,,,,,,,,,E 29TH AVE,N GLENCOE ST,N GRAPE ST,LOCAL,2,11,25,0, 5300 BLK OF E 29TH AVE,
,SRd,BBlvd,C,3,,,,,,,,S STUART ST,W EXPOSITION AVE,MORRISON RD/W WALSH PL,COLLECTOR,2,10,25,0,  675 BLK OF S STUART ST,
,,BBlvd,C,3,,,,,,,,S PEARL ST,E OHIO AVE,E KENTUCKY AVE,LOCAL,2,10,25,0,  800 BLK OF S PEARL ST,
,SRd,BBlvd,C,3,,,,,,,,E FLORIDA AVE,S WASHINGTON ST,S CLARKSON ST,LOCAL,2,10,25,0,  700 BLK OF E FLORIDA AVE,
,SRd,PPBL,ASM,3,,,,,,,,E DARTMOUTH AVE,S DETROIT ST,S FILLMORE ST,COLLECTOR,2,10,25,0, 2800 BLK OF E DARTMOUTH AVE,
,SRd,PPBL,ASM,3,,,,,,,,E DARTMOUTH AVE,S HARRISON ST,S COLORADO BLVD,COLLECTOR,2,10,25,0, 3900 BLK OF E DARTMOUTH AVE,
,,BBlvd,C,1,,,,,,,,E 4TH AVE,N ADAMS ST,N COOK ST,LOCAL,2,10,25,0, 3300 BLK OF E 4TH AVE,
,SRd,BL,RP2,2,,,,,,,,E ILIFF AVE,S SHERMAN ST,S GRANT ST,COLLECTOR,2,10,25,0,  200 BLK OF E ILIFF AVE,
,SRd,,,,,,,,,,,S DAHLIA ST,E ASBURY AVE,E PACIFIC PL,COLLECTOR,2,12,25,0, 2000 BLK OF S DAHLIA ST,
,,BBlvd,C,2,,,,,,,,N IRVING ST,W 24TH AVE,W 25TH AVE,COLLECTOR,2,11,25,0, 2400 BLK OF N IRVING ST,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 26TH AVE,W 27TH AVE,LOCAL,2,10,25,0, 2600 BLK OF N PERRY ST,
,SRd,,,,,,,,,,,E 29TH AVE,N CLAYTON ST,N FILLMORE ST,COLLECTOR,2,11,25,0, 2700 BLK OF E 29TH AVE,
,,BL,RP1,3,,,,,,,,W 3RD AVE,N ACOMA ST,N BANNOCK ST,COLLECTOR,2,10,25,0,  100 BLK OF W 3RD AVE,
,,BL,RP1,3,,,,,,,,E 39TH AVE,40TH ST/NMCHG,N FRANKLIN ST,LOCAL,2,10,25,0, 1500 BLK OF E 39TH AVE,
,,BBlvd,C,3,,,,,,,,N GROVE ST,W 1ST AVE,W 2ND AVE,LOCAL,2,10,25,0,  100 BLK OF N GROVE ST,
,,BL,RP1,2,,,,,,,,E BAYAUD AVE,S SHERMAN ST,S GRANT ST,LOCAL,2,10,25,0,  200 BLK OF E BAYAUD AVE,
,SRd,,,,,,,,,,,W 11TH AVE,N ALCOTT WAY,N BRYANT ST,LOCAL,2,10,25,0, 2550 BLK OF W 11TH AVE,
,SRd,BBlvd,C,3,,,,,,,,E FLORIDA AVE,S EMERSON ST,S OGDEN ST,LOCAL,2,10,25,0,  900 BLK OF E FLORIDA AVE,
,,BBlvd,C,3,,,,,,,,S MEADE ST,MORRISON RD,W CUSTER PL,LOCAL,2,10,25,0, ,
,SRd,,,,,,,,,,,W 14TH AVE,N ZENOBIA ST,N SHERIDAN BLVD/COLI,COLLECTOR,2,11,30,0, 5100 BLK OF W 14TH AVE,
,SRd,,,,,,,,,,,S IRVING ST,N IRVING ST/W ELLSWORTH AVE,W BAYAUD AVE,COLLECTOR,2,10,25,0,  000 BLK OF S IRVING ST,
,SRd,SH,ASM,3,,,,,,,,N STEELE ST,E 28TH AVE,E 29TH AVE,COLLECTOR,2,10,25,0, 2800 BLK OF N STEELE ST,
,SRd,PPBL,ASM,2,,,,,,,,E FLORIDA AVE,S MILWAUKEE ST,S SAINT PAUL ST,COLLECTOR,2,10,25,0, 3000 BLK OF E FLORIDA AVE,
,SRd,SH,ASM,2,,,,,,,,N WOLFF ST,W COLFAX AVE,W 16TH AVE,LOCAL,2,10,25,0, 1500 BLK OF N WOLFF ST,
,SRd,,,,,,,,,,,E 35TH AVE,N FRANKLIN ST,N GILPIN ST,LOCAL,2,10,25,0, 1600 BLK OF E 35TH AVE,
,SRd,BL,RP2,2,,,,,,,,W ILIFF AVE,S ACOMA ST,S BANNOCK ST,LOCAL,2,10,25,0,  100 BLK OF W ILIFF AVE,
,,BBlvd,C,2,,,,,,,,W AVONDALE DR,W 14TH AVE,N IRVING ST/W HOWARD PL,LOCAL,2,10,25,0, 3000 BLK OF W AVONDALE DR,
,SRd,BL,RP1,3,,,,,,,,W 4TH AVE,N PERRY ST,N PERRY ST,COLLECTOR,2,10,30,0, 3950 BLK OF W 4TH AVE,
,SRd,,,,,,,,,,,N ADAMS ST,E 12TH AVE,E 13TH AVE,LOCAL,2,10,25,0, 1200 BLK OF N ADAMS ST,
,,BL,RD,2,,,,,,,,W 8TH AVE,N BRYANT ST,N CANOSA CT,ARTERIAL,4,10,30,0, 2600 BLK OF W 8TH AVE,
,SRd,,,,,,,,,,,E 29TH AVE,N HUMBOLDT ST,N FRANKLIN ST,COLLECTOR,2,11,25,0, 1500 BLK OF E 29TH AVE,
,,S,S,3,,,,,,,,17TH ST,ARAPAHOE ST,LAWRENCE ST,ARTERIAL,5,10,25,2, 1100 BLK OF 17TH ST,
,SRd,,,,,,,,,,,W CEDAR AVE,S ALCOTT ST,S BRYANT ST,LOCAL,2,10,25,0, 2500 BLK OF W CEDAR AVE,
,,PPBL,ASM,3,,,,,,,,W HARVARD AVE,S PATTON CT,S PERRY ST,COLLECTOR,2,10,25,0, 3950 BLK OF W HARVARD AVE,
,SRd,BBlvd,C,1,,,,,,,,S IRVING ST,W LOUISIANA AVE,W ARKANSAS AVE,COLLECTOR,2,10,25,0, 1300 BLK OF S IRVING ST,
,SRd,PPBL,ASM,2,,,,,,,,E FLORIDA AVE,S ELIZABETH ST,S CLAYTON ST,COLLECTOR,2,10,25,0, 2600 BLK OF E FLORIDA AVE,
,,BBlvd,C,3,,,,,,,,N PEARL ST,E SPEER BLVD,E 4TH AVE,LOCAL,2,10,25,0, ,
,,BBlvd,C,3,,,,,,,,E JEWELL AVE,S SHERMAN ST,S GRANT ST,LOCAL,2,10,25,0,  200 BLK OF E JEWELL AVE,
,SRd,,,,,,,,,,,E 29TH AVE,N FAIRFAX ST,N FOREST ST,LOCAL,2,11,25,0, 5100 BLK OF E 29TH AVE,
,SRd,,,,,,,,,,,W 10TH AVE,N DECATUR ST,N FEDERAL BLVD,COLLECTOR,2,10,25,0, 2800 BLK OF W 10TH AVE,
,,BBlvd,C,1,,,,,,,,N SHERMAN ST,E 13TH AVE,N SHERMAN ST EAST LOOP/E 14TH AVE,LOCAL,2,10,25,0, 1300 BLK OF N SHERMAN ST,
,SRd,,,,,,,,,,,W LOUISIANA AVE,S HURON ST,S INCA ST,COLLECTOR,2,10,25,0,  800 BLK OF W LOUISIANA AVE,
,SWBP,,,,,,,,,,,W ALAMEDA AVE,S SANTA FE DR,S KALAMATH ST,ARTERIAL,4,10,30,0,  900 BLK OF W ALAMEDA AVE,
,SWBP,,,,,,,,,,,W ALAMEDA AVE,RAMP,S PLATTE RIVER DR,ARTERIAL,5,0,35,0, 1100 BLK OF W ALAMEDA AVE,
,SRd,PPBL,ASM,2,,,,,,,,N DAHLIA ST,E 28TH AVE,E 29TH AVE,LOCAL,2,8,25,0, 2800 BLK OF N DAHLIA ST,
,SRd,,,,,,,,,,,W TUFTS AVE,W TUFTS CIR,W TUFTS CIR,COLLECTOR,2,10,25,0, 4650 BLK OF W TUFTS AVE,
,,SWBP,WSw,3,,,,,,,,N FEDERAL BLVD,W 1ST AVE,W 1ST AVE,ARTERIAL,5,0,35,0,  100 BLK OF N FEDERAL BLVD,
,,BBlvd,C,1,,,,,,,,E 4TH AVE,N STEELE ST,N ADAMS ST,LOCAL,2,10,25,0, 3200 BLK OF E 4TH AVE,
,,PPBL,ASM,3,,,,,,,,W HARVARD AVE,S WOLFF ST,S XAVIER ST,COLLECTOR,2,11,25,0, 4800 BLK OF W HARVARD AVE,
,,BL,RP1,2,,,,,,,,E BAYAUD AVE,S CORONA ST,S DOWNING STREET PKWY/S DOWNING ST,LOCAL,2,10,25,0, 1100 BLK OF E BAYAUD AVE,
,,BL,RP1,3,,,,,,,,E 3RD AVE,N LINCOLN ST,N SHERMAN ST,LOCAL,2,10,25,0,  100 BLK OF E 3RD AVE,
,SRd,,,,,,,,,,,W 26TH AVE,N YATES ST,N ZENOBIA ST,ARTERIAL,2,10,30,0, 5000 BLK OF W 26TH AVE,
,SRd,BBlvd,C,2,,,,,,,,N GALAPAGO ST,W 1ST AVE,W 2ND AVE,COLLECTOR,2,10,25,0,  100 BLK OF N GALAPAGO ST,
,SRd,BL,C,3,,,,,,,,W BAYAUD AVE,S CHEROKEE ST,S CHEROKEE ST,LOCAL,2,10,25,0,  200 BLK OF W BAYAUD AVE,
,,,C,3,,,,,,,,W 5TH AVE,N DELAWARE ST,N ELATI ST,LOCAL,2,10,25,0,  400 BLK OF W 5TH AVE,
,,BBlvd,C,2,,,,,,,,N IRVING ST,W 19TH AVE,W 20TH AVE,COLLECTOR,2,11,25,0, 1900 BLK OF N IRVING ST,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 25TH AVE,W 26TH AVE,LOCAL,2,10,25,0, 2500 BLK OF N PERRY ST,
,,CL,LD,3,,,,,,,,N KALAMATH ST,N LIPAN ST,W 35TH AVE,LOCAL,2,10,25,0, 3450 BLK OF N KALAMATH ST,
,,BBlvd,C,1,,,,,,,,N MARION ST,E 21ST AVE,E 22ND AVE,LOCAL,2,10,25,0, 2100 BLK OF N MARION ST,
,SRd,SH,ASM,3,,,,,,,,MILE HIGH STADIUM WEST CIR,W 19TH AVE,MILE HIGH STADIUM CIR/W 20TH AVE,LOCAL,3,10,25,0, 1900 BLK OF MILE HIGH STADIUM W CIR,
,,BBlvd,C,3,,,,,,,,N GROVE ST,W 2ND AVE,W 3RD AVE,LOCAL,2,10,25,0,  200 BLK OF N GROVE ST,
,SRd,,,,,,,,,,,S IRVING ST,W GILL PL,W EXPOSITION AVE,COLLECTOR,2,10,25,0,  650 BLK OF S IRVING ST,
,SRd,,,,,,,,,,,N ADAMS ST,E 13TH AVE,E 14TH AVE,LOCAL,2,10,25,0, 1300 BLK OF N ADAMS ST,
,SRd,,,,,,,,,,,S IRVING ST,W CUSTER PL,W CENTER AVE,COLLECTOR,2,10,25,0,  550 BLK OF S IRVING ST,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 20TH AVE,W 21ST AVE,LOCAL,2,10,25,0, 2000 BLK OF N PERRY ST,
,SRd,BBlvd,C,3,,,,,,,,E FLORIDA AVE,S OGDEN ST,S CORONA ST,LOCAL,2,10,25,0, 1000 BLK OF E FLORIDA AVE,
,,,C,3,,,,,,,,W 5TH AVE,N ELATI ST,N FOX ST,LOCAL,2,10,25,0,  500 BLK OF W 5TH AVE,
,SRd,BBlvd,C,2,,,,,,,,N CLAY ST,W 39TH AVE,W 40TH AVE,LOCAL,2,14,25,0, 3900 BLK OF N CLAY ST,
,,,C,,,,,,,,,N PENNSYLVANIA ST,E 8TH AVE,E 9TH AVE,LOCAL,2,10,25,0,  800 BLK OF N PENNSYLVANIA ST,
,,BBlvd,C,3,,,,,,,,W DAKOTA AVE,S QUITMAN ST,S RALEIGH ST,LOCAL,2,10,25,0, 4100 BLK OF W DAKOTA AVE,
,,BL,ASM,2,,,,,,,,W 17TH AVE,N ZENOBIA ST,N SHERIDAN BLVD/COLI,COLLECTOR,2,12,30,0, 5100 BLK OF W 17TH AVE,
,SRd,BBlvd,C,2,,,,,,,,N PERRY ST,W 30TH AVE,W 32ND AVE,LOCAL,2,10,25,0, 3000 BLK OF N PERRY ST,
,SRd,BBlvd,C,1,,,,,,,,W VASSAR AVE,S GREEN CT,S GROVE ST,LOCAL,2,10,25,0, 3050 BLK OF W VASSAR AVE,
,SRd,BL,RP1,3,,,,,,,,W BAYAUD AVE,S RALEIGH ST,S STUART ST,LOCAL,2,10,25,0, 4200 BLK OF W BAYAUD AVE,
,SRd,BBlvd,C,1,,,,,,,,S IRVING ST,W FLORIDA AVE,W IOWA AVE,COLLECTOR,2,10,25,0, 1500 BLK OF S IRVING ST,
,SRd,PPBL,ASM,3,,,,,,,,E DARTMOUTH AVE,S MONROE ST,S GARFIELD ST,COLLECTOR,2,10,25,0, 3600 BLK OF E DARTMOUTH AVE,
,,SH,ASM,2,,,,,,,,S CHEROKEE ST,W JEWELL AVE/RRX,W ASBURY AVE,LOCAL,2,10,25,0, 1900 BLK OF S CHEROKEE ST,
,SRd,,,,,,,,,,,S IRVING ST,W ALAMEDA AVE,W NEVADA PL,COLLECTOR,2,10,25,0,  300 BLK OF S IRVING ST,
,,BBlvd,C,3,,,,,,,,E JEWELL AVE,S FRANKLIN ST,S GILPIN ST,LOCAL,2,10,25,0, 1600 BLK OF E JEWELL AVE,
,SRd,BBlvd,C,2,,,,,,,,N GALAPAGO ST,W 8TH AVE,W 9TH AVE,COLLECTOR,2,10,25,0,  800 BLK OF N GALAPAGO ST,
,,BBlvd,C,3,,,,,,,,S SHERMAN ST,E MEXICO AVE,E COLORADO AVE,LOCAL,2,10,25,0, 1700 BLK OF S SHERMAN ST,
,,BBlvd,C,3,,,,,,,,E JEWELL AVE,S LAFAYETTE ST,S HUMBOLDT ST,LOCAL,2,10,25,0, 1400 BLK OF E JEWELL AVE,
,SRd,SH,ASM,3,,,,,,,,S ZUNI ST,W ALAMEDA AVE,W DAKOTA AVE,LOCAL,2,10,25,0,  300 BLK OF S ZUNI ST,
,,BBlvd,C,3,,,,,,,,S LOWELL BLVD,W OHIO AVE,W ADA PL,LOCAL,2,10,25,0,  800 BLK OF S LOWELL BLVD,
,,,,,,,,,,,,S FRANKLIN ST,E VIRGINIA AVE,E CENTER AVE,COLLECTOR,2,10,25,0,  500 BLK OF S FRANKLIN ST,
,SRd,PPBL,ASM,2,,,,,,,,E FLORIDA AVE,S COLUMBINE ST,S ELIZABETH ST,COLLECTOR,2,10,25,0, 2500 BLK OF E FLORIDA AVE,
,SRd,,,,,,,,,,,N PENNSYLVANIA ST,E 1ST AVE,E 2ND AVE,LOCAL,2,10,25,0,  100 BLK OF N PENNSYLVANIA ST,
,SRd,SH,ASM,3,,,,,,,,S ZUNI ST,W EXPOSITION AVE,W OHIO AVE,LOCAL,2,10,25,0,  700 BLK OF S ZUNI ST,
,SRd,PPBL,ASM,3,,,,,,,,E DARTMOUTH AVE,S JOSEPHINE ST,S COLUMBINE ST,COLLECTOR,2,10,25,0, 2400 BLK OF E DARTMOUTH AVE,
,,BL,RP1,2,,,,,,,,E JEWELL AVE,S EUDORA ST,S ELM ST,COLLECTOR,2,10,25,0, 4900 BLK OF E JEWELL AVE,
